storeid,year,month,week,day,sales
5805,2017,6,24,20170715,22733.73
5805,2017,6,25,20170716,16056.66
5805,2017,6,25,20170717,10312.21
5805,2017,6,25,20170718,11963.82
5805,2017,6,25,20170719,12081.48
5805,2017,6,25,20170720,13145.93
5805,2017,6,25,20170721,21541.64
5805,2017,6,25,20170722,23871.12
5805,2017,6,26,20170723,15982.83
5805,2017,6,26,20170724,10850.38
5805,2017,6,26,20170725,11194.93
5805,2017,6,26,20170726,12283.02
5805,2017,6,26,20170727,13471.44
5805,2017,6,26,20170728,20392.96
5805,2017,6,26,20170729,25244.04
5805,2017,7,27,20170730,16155.17
5805,2017,7,27,20170731,11671.51
5805,2017,7,27,20170801,10274.81
5805,2017,7,27,20170802,13196.66
5805,2017,7,27,20170803,14609.33
5805,2017,7,27,20170804,18438.42
5805,2017,7,27,20170805,25276.75
5805,2017,7,28,20170806,16357.65
5805,2017,7,28,20170807,11580.24
5805,2017,7,28,20170808,8683.44
5805,2017,7,28,20170809,10477.66
5805,2017,7,28,20170810,13509.87
5805,2017,7,28,20170811,15881.53
5805,2017,7,28,20170812,27473.29
5805,2017,7,29,20170813,17926.56
5805,2017,7,29,20170814,9685.47
5805,2017,7,29,20170815,9573.49
5805,2017,7,29,20170816,10614.9
5805,2017,7,29,20170817,9986.71
5805,2017,7,29,20170818,17588.84
5805,2017,7,29,20170819,28631.63
5805,2017,7,30,20170820,17072.85
5805,2017,7,30,20170821,7775.51
5805,2017,7,30,20170822,7334.3
5805,2017,7,30,20170823,8701.53
5805,2017,7,30,20170824,10823.23
5805,2017,7,30,20170825,18793.26
5805,2017,7,30,20170826,23142.69
5805,2017,8,31,20170827,16880.81
5805,2017,8,31,20170828,8959.22
5805,2017,8,31,20170829,8602.86
5805,2017,8,31,20170830,8778.93
5805,2017,8,31,20170831,15148.79
5805,2017,8,31,20170901,19200.54
5805,2017,8,31,20170902,28068.06
5805,2017,8,32,20170903,18730.34
5805,2017,8,32,20170904,14957.89
5805,2017,8,32,20170905,7508.33
5805,2017,8,32,20170906,9249.27
5805,2017,8,32,20170907,10562.6
5805,2017,8,32,20170908,16406
5805,2017,8,32,20170909,28051.21
5805,2017,8,33,20170910,16931.67
5805,2017,8,33,20170911,8498.67
5805,2017,8,33,20170912,8565.55
5805,2017,8,33,20170913,9794.36
5805,2017,8,33,20170914,9962.34
5805,2017,8,33,20170915,19069.36
5805,2017,8,33,20170916,25885.64
5805,2017,8,34,20170917,17341.62
5805,2017,8,34,20170918,8094.9
5805,2017,8,34,20170919,9130.36
5805,2017,8,34,20170920,6914.99
5805,2017,8,34,20170921,10289.35
5805,2017,8,34,20170922,15880.72
5805,2017,8,34,20170923,28646.21
5805,2017,9,35,20170924,16801.24
5805,2017,9,35,20170925,5521.44
5805,2017,9,35,20170926,7334.92
5805,2017,9,35,20170927,8463.18
5805,2017,9,35,20170928,10210.16
5805,2017,9,35,20170929,19712.05
5805,2017,9,35,20170930,22775.97
5805,2017,9,36,20171001,12955.74
5805,2017,9,36,20171002,9532.76
5805,2017,9,36,20171003,8471.06
5805,2017,9,36,20171004,8982.44
5805,2017,9,36,20171005,13259.27
5805,2017,9,36,20171006,16566.88
5805,2017,9,36,20171007,20332.14
5805,2017,9,37,20171008,18309.83
5805,2017,9,37,20171009,8618.21
5805,2017,9,37,20171010,0
5805,2017,9,37,20171011,0
5805,2017,9,37,20171012,0
5805,2017,9,37,20171013,0
5805,2017,9,37,20171014,0
5805,2017,9,38,20171015,0
5805,2017,9,38,20171016,0
5805,2017,9,38,20171017,0
5805,2017,9,38,20171018,0
5805,2017,9,38,20171019,0
5805,2017,9,38,20171020,0
5805,2017,9,38,20171021,0
5805,2017,9,39,20171022,0
5805,2017,9,39,20171023,0
5805,2017,9,39,20171024,0
5805,2017,9,39,20171025,0
5805,2017,9,39,20171026,0
5805,2017,9,39,20171027,0
5805,2017,9,39,20171028,0
5805,2017,10,40,20171029,0
5805,2017,10,40,20171030,0
5805,2017,10,40,20171031,0
5805,2017,10,40,20171101,0
5805,2017,10,40,20171102,0
5805,2017,10,40,20171103,0
5805,2017,10,40,20171104,0
5805,2017,10,41,20171105,0
5805,2017,10,41,20171106,0
5805,2017,10,41,20171107,0
5805,2017,10,41,20171108,0
5805,2017,10,41,20171109,0
5805,2017,10,41,20171110,0
5805,2017,10,41,20171111,0
5805,2017,10,42,20171112,0
5805,2017,10,42,20171113,0
5805,2017,10,42,20171114,0
5805,2017,10,42,20171115,0
5805,2017,10,42,20171116,0
5805,2017,10,42,20171117,0
5805,2017,10,42,20171118,0
5805,2017,10,43,20171119,0
5805,2017,10,43,20171120,0
5805,2017,10,43,20171121,0
5805,2017,10,43,20171122,0
5805,2017,10,43,20171123,0
5805,2017,10,43,20171124,0
5805,2017,10,43,20171125,0
5805,2017,11,44,20171126,0
5805,2017,11,44,20171127,0
5805,2017,11,44,20171128,0
5805,2017,11,44,20171129,0
5805,2017,11,44,20171130,0
5805,2017,11,44,20171201,0
5805,2017,11,44,20171202,0
5805,2017,11,45,20171203,0
5805,2017,11,45,20171204,0
5805,2017,11,45,20171205,0
5805,2017,11,45,20171206,0
5805,2017,11,45,20171207,0
5805,2017,11,45,20171208,0
5805,2017,11,45,20171209,0
5805,2017,11,46,20171210,0
5805,2017,11,46,20171211,0
5805,2017,11,46,20171212,0
5805,2017,11,46,20171213,0
5805,2017,11,46,20171214,0
5805,2017,11,46,20171215,0
5805,2017,11,46,20171216,0
5808,2016,1,1,20160131,13432.54
5808,2016,1,1,20160201,5321.35
5808,2016,1,1,20160202,6735.02
5808,2016,1,1,20160203,7665.32
5808,2016,1,1,20160204,9661.38
5808,2016,1,1,20160205,13922.03
5808,2016,1,1,20160206,22389.7
5808,2016,1,2,20160207,9346.45
5808,2016,1,2,20160208,6962.74
5808,2016,1,2,20160209,6404.75
5808,2016,1,2,20160210,10476.64
5808,2016,1,2,20160211,12162.15
5808,2016,1,2,20160212,19509.28
5808,2016,1,2,20160213,25940.65
5808,2016,1,3,20160214,19855.7
5808,2016,1,3,20160215,13817.24
5808,2016,1,3,20160216,9775.18
5808,2016,1,3,20160217,8066.65
5808,2016,1,3,20160218,13338.14
5808,2016,1,3,20160219,16739.14
5808,2016,1,3,20160220,22520.73
5808,2016,1,4,20160221,17433.57
5808,2016,1,4,20160222,6829.39
5808,2016,1,4,20160223,6966.52
5808,2016,1,4,20160224,9109.62
5808,2016,1,4,20160225,11469.3
5808,2016,1,4,20160226,12781.68
5808,2016,1,4,20160227,24166.71
5808,2016,2,5,20160228,16040.53
5808,2016,2,5,20160229,6888
5808,2016,2,5,20160301,5847.27
5808,2016,2,5,20160302,10311.42
5808,2016,2,5,20160303,9955.05
5808,2016,2,5,20160304,13044.25
5808,2016,2,5,20160305,22689.38
5808,2016,2,6,20160306,16371.89
5808,2016,2,6,20160307,6920.05
5808,2016,2,6,20160308,6638.39
5808,2016,2,6,20160309,7149.54
5808,2016,2,6,20160310,11007.5
5808,2016,2,6,20160311,18386.34
5808,2016,2,6,20160312,24114.34
5808,2016,2,7,20160313,14920.52
5808,2016,2,7,20160314,8512.82
5808,2016,2,7,20160315,9944.39
5808,2016,2,7,20160316,8349.15
5808,2016,2,7,20160317,12973.96
5808,2016,2,7,20160318,17807.69
5808,2016,2,7,20160319,25240.17
5808,2016,2,8,20160320,18600.27
5808,2016,2,8,20160321,12422.63
5808,2016,2,8,20160322,13281.07
5808,2016,2,8,20160323,14797.53
5808,2016,2,8,20160324,18800.83
5808,2016,2,8,20160325,23541.1
5808,2016,2,8,20160326,29038.57
5808,2016,3,9,20160327,9324.3
5808,2016,3,9,20160328,10603.54
